관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자
41390-00018,신라공원,문화공원,경기도 시흥시,경기도 시흥시 신천동 742,37.440746,126.7817066,1754,,조합놀이대+그네,,,,1988-06-09,경기도 시흥시청,031-310-2688,2022-11-28
41390-00019,벌터공원,어린이공원,경기도 시흥시 신천1길 21,경기도 시흥시 신천동 753,37.439437,126.779951,1711,,조합놀이대.,,,,1988-06-09,경기도 시흥시청,031-310-2688,2022-11-28
41390-00020,소래공원,어린이공원,경기도 시흥시,경기도 시흥시 신천동 702,37.44426059,126.7822302,1636,,조합놀이대+철봉,,,,1988-06-09,경기도 시흥시청,031-310-2688,2022-11-28
41390-00021,현진공원,어린이공원,경기도 시흥시,경기도 시흥시 신천동 775,37.438448,126.7876226,1574,,조합놀이대+시소+그네,,,,1988-06-09,경기도 시흥시청,031-310-2688,2022-11-28
41390-00022,대골공원,어린이공원,경기도 시흥시,경기도 시흥시 대야동 444-13,37.44854955,126.7906203,1552,,조합놀이대+시소+그네,,,,1988-06-09,경기도 시흥시청,031-310-2688,2022-11-28
41390-00023,안골공원,어린이공원,경기도 시흥시,경기도 시흥시 거모동 1715-1,37.34921229,126.7858034,1579,,조합놀이대+그네 등,,,,1990-10-12,경기도 시흥시청,031-310-3871,2022-11-28
41390-00024,내곡공원,어린이공원,경기도 시흥시 군자로477번안길 10-4,경기도 시흥시 거모동 1722-5,37.348184,126.783237,1604,체육시설,조합놀이대+그네 등,,,,1990-10-12,경기도 시흥시청,031-310-3871,2022-11-28
41390-00025,한우물공원,어린이공원,경기도 시흥시,경기도 시흥시 거모동 1735-3,37.34500351,126.783233,1595,체육시설,조합놀이대,,,,1990-10-12,경기도 시흥시청,031-310-3871,2022-11-28
41390-00026,석곡공원,어린이공원,경기도 시흥시 한우물로21번길 30,경기도 시흥시 거모동 1739-1,37.343985,126.781132,1601,,조합놀이대,,,,1990-10-12,경기도 시흥시청,031-310-3871,2022-11-28
41390-00027,거모공원,어린이공원,경기도 시흥시 군자로466번길 92,경기도 시흥시 거모동 1754-1,37.343039,126.784341,1772,체육시설,조합놀이대+그네 등,,,,1990-10-12,경기도 시흥시청,031-310-3871,2022-11-28
41390-00028,태봉공원,어린이공원,경기도 시흥시 군자로534번안길 6-6,경기도 시흥시 거모동 1768-5,37.34211063,126.786824,1600,체육시설,조합놀이대+시소 등,,,,1990-10-12,경기도 시흥시청,031-310-3871,2022-11-28
41390-00029,도일공원,어린이공원,경기도 시흥시 군자로534번길 36,경기도 시흥시 거모동 1775-2,37.3401446,126.7858389,1500,,초합놀이대+그네 등,,,,1990-10-12,경기도 시흥시청,031-310-3871,2022-11-28
41390-00030,옥터공원,어린이공원,경기도 시흥시,경기도 시흥시 정왕동 1998-5,37.34644588,126.6896503,1534,,조합놀이대,,,,1992-08-11,경기도 시흥시청,031-310-3864,2022-11-28
41390-00031,오이도공원,어린이공원,경기도 시흥시 오이도1길 30,경기도 시흥시 정왕동 2040-1,37.34186447,126.690127,1852,,조합놀이대+그네,,,,1992-08-11,경기도 시흥시청,031-310-3864,2022-11-28
41390-00032,비둘기공원,근린공원,경기도 시흥시,경기도 시흥시 은행동 551,37.44211319,126.7943282,63283,테니스장+배드민턴장+체육시설,미끄럼틀+그네 등,주차장+화장실+관리사무소,,,1992-11-06,경기도 시흥시청,031-310-3870,2022-11-28
41390-00033,은행공원,어린이공원,경기도 시흥시,경기도 시흥시 은행동 538-4,37.44243637,126.7984214,1774,,,,,,1992-11-11,경기도 시흥시청,031-310-3871,2022-11-28
41390-00034,정왕1공원,어린이공원,경기도 시흥시,경기도 시흥시 정왕동 2246-1,37.3571747,126.752319,1800,,,,,,1993-12-30,경기도 시흥시청,031-310-3864,2022-11-28
41390-00001,도원공원,어린이공원,경기도 시흥시,경기도 시흥시 신천동 818-1,37.43830459,126.7775548,1606,,조합놀이대,,,,1981-12-31,경기도 시흥시청,031-310-2688,2022-11-28
41390-00002,상아공원,문화공원,경기도 시흥시,경기도 시흥시 신천동 826-1,37.43606214,126.7776186,1621,,조합놀이대,,,,1981-12-31,경기도 시흥시청,031-310-2688,2022-11-28
41390-00003,신흥공원,어린이공원,경기도 시흥시 신흥마을1길 28,경기도 시흥시 신천동 821-5,37.43700868,126.778368,1601,,조합놀이대+시소+그네,,,,1981-12-31,경기도 시흥시청,031-310-2688,2022-11-28
41390-00004,새말공원,어린이공원,경기도 시흥시 포도원로79번길 11-3,경기도 시흥시 신천동 843-19,37.436735,126.783227,1587,,조합놀이대+그네+시소,,,,1981-12-31,경기도 시흥시청,031-310-2688,2022-11-28
41390-00005,둥지공원,어린이공원,경기도 시흥시 수인로3325번길 29,경기도 시흥시 신천동 857-1,37.436498,126.7889771,1467,,조합놀이대,,,,1981-12-31,경기도 시흥시청,031-310-2688,2022-11-28
41390-00006,복음공원,어린이공원,경기도 시흥시,경기도 시흥시 신천동 944,37.43508018,126.7904053,1630,,조합놀이대+시소+그네,,,,1981-12-31,경기도 시흥시청,031-310-2688,2022-11-28
41390-00007,복음자리공원,어린이공원,경기도 시흥시,경기도 시흥시 신천동 947,37.43557374,126.7908195,1597,,조합놀이대+흔들놀이기구,,,,1981-12-31,경기도 시흥시청,031-310-2688,2022-11-28
41390-00008,산호공원,어린이공원,경기도 시흥시 시흥대로1073번길 40,경기도 시흥시 신천동 870-1,37.432542,126.789033,1610,,조합놀이대,,,,1981-12-31,경기도 시흥시청,031-310-2688,2022-11-28
41390-00009,백제공원,문화공원,경기도 시흥시 시흥대로 1105-4,경기도 시흥시 신천동 84-5,37.434045,126.791764,1616,,조합놀이대+시소+그네,,,,1981-12-31,경기도 시흥시청,031-310-2688,2022-11-28
41650-00012,소흘체육공원,체육공원,경기도 포천시 소흘읍 태봉로63번길 91,경기도 포천시 소흘읍 이동교리 산1,37.82426366,127.1255178,54000,축구장(1면)+테니스장(4면)+게이트볼장+암벽장,,화장실+주차장,,,2006-07-18,경기도 포천시청 소흘읍행정복지센터,031-538-4102,2022-10-31
41650-00015,태봉근린공원,근린공원,경기도 포천시 소흘읍 태봉로 188,경기도 포천시 소흘읍 송우리 726-4,37.83309387,127.1436888,159835,다목적운동장+농구장(2)+게이트볼장+생활체육시설(3)+배드민턴장,어린이놀이터(2)+숲속놀이터(1),휴게음식점(2)+화장실+주차장,야외공연장+소규모공연장+전통정원,,1974-01-05,경기도 포천시청 생태공원과,031-538-2358,2022-10-31
41650-00018,방축공원,어린이공원,경기도 포천시 가산면 가산로 236,경기도 포천시 가산면 방축리 43-1,37.8406116,127.1781444,1705,,,,,,2000-11-09,경기도 포천시청 생태공원과,031-538-2358,2022-10-31
41650-00031,포천체육공원,체육공원,경기도 포천시 중앙로61번길 18(신읍동),경기도 포천시 신읍동 108-15,37.89390637,127.1977855,21514,농구장(1면)+게이트볼장+인라인스케이트장+풋살장(1면)+생활체육운동기구(5종),조합놀이대+놀이시설(2),화장실,,,1988-03-02,경기도 포천시청 생태공원과,031-538-2358,2022-10-31
41650-00032,선단공원,근린공원,경기도 포천시 넘마을길 8,경기도 포천시 선단동 산39,37.85622036,127.159816,36728,,,,,,2010-02-16,경기도 포천시청 생태공원과,031-538-2358,2022-10-31
41650-00037,화봉공원,근린공원,경기도 포천시 가산면 가산로 227-40,경기도 포천시 가산면 방축리 산16-1,37.841649,127.175685,115940,,,,,,2000-11-09,경기도 포천시청 생태공원과,031-538-2358,2022-10-31
41650-00040,어린이공원,어린이공원,경기도 포천시 소흘읍 솔모루로169번길 8-9,경기도 포천시 소흘읍 송우리 37-12,37.8359279,127.1516838,1546,,,,,,2014-12-31,경기도 포천시청 생태공원과,031-538-2358,2022-10-31
41550-00066,안성맞춤가족공원(17호근린공원),근린공원,경기도 안성시 공도읍 대림동산길 36,경기도 안성시 공도읍 마정리 112-52,37.01383053,127.2027162,22224,,,,,,2001-03-26,경기도 안성시청,031-678-5392,2023-03-21
41550-00081,도례공원,근린공원,경기도 안성시 도구머리길 148-14 (도기동),경기도 안성시 도기동 산64,36.9920182,127.2570455,347059,,,,,,1990-10-18,경기도 안성시청,031-678-5392,2023-03-21
41830-00042,삼산 어린이공원,어린이공원,경기도 양평군 양동면 원삼산길 13-36,경기도 양평군 양동면 삼산리 105-19,37.42099823,127.770641,2034,,,,,,2015-07-24,경기도 양평군청,031-770-2358,2022-06-03
41480-00082,법원 체육공원,근린공원,경기도 파주시 파주읍 통일로 1586-24,경기도 파주시 파주읍 봉서리 353-1일원,37.8490235,126.7898042,23007,배드민턴장,조합놀이대,화장실,,,2005-09-07,경기도 파주시 공원관리과,031-940-5381,2022-04-29
41830-00011,청운체육공원,체육공원,경기도 양평군 청운면 청운체육공원길 52,경기도 양평군 청운면 여물리 113,37.552732,127.7031341,24650,축구장+테니스장,,,,,2008-12-31,경기도 양평군청,031-770-2358,2022-06-03
41830-00020,강하 소공원,소공원,경기도 양평군 강하면 운심길 58,경기도 양평군 강하면 운심리 28-1,37.496164,127.4123259,394,농구장+축구장+테니스장,,,,,2012-08-30,경기도 양평군청,031-770-2358,2022-06-03
41830-00023,오빈14호 소공원,소공원,경기도 양평군 양평읍 오빈1리길12번길 4,경기도 양평군 양평읍 오빈리 88-46,37.507148,127.479103,404,,,,,,2013-10-15,경기도 양평군청,031-770-2358,2022-06-03
41830-00024,오빈15호 소공원,소공원,경기도 양평군 양평읍 오빈1리길 9,경기도 양평군 양평읍 오빈리 81-32,37.50698641,127.4796766,293,,,,,,2013-10-15,경기도 양평군청,031-770-2358,2022-06-03
41210-00035,안현,어린이공원,경기도 광명시 안재로16번길 10,경기도 광명시 하안동 597,37.46010736,126.8724583,1500,,,,,,1989-10-26,경기도 광명시청,02-2680-6298,2022-10-11
41281-00026,화정 17(별빛어린이),어린이공원,경기도 고양시 덕양구 화중로 61,경기도 고양시 덕양구 화정동 954번지,37.63290261,126.8296879,5106.7,,조합놀이대,화장실,,,1990-11-04,경기도 고양시 덕양구청,031-8075-5267,2022-09-17
41650-00002,운천 제2공원,어린이공원,경기도 포천시 영북면 영북로170번길 12-12,경기도 포천시 영북면 운천리 산17-1,38.089037,127.276013,2787,,,,,,1995-12-29,경기도 포천시청 생태공원과,031-538-2358,2022-10-31
41650-00003,운천 제3공원,어린이공원,경기도 포천시 영북면 영북로133번길 46,경기도 포천시 영북면 운천리 548-4,38.08797516,127.2706517,2938,농구대(2),조합놀이대+놀이시설(3),화장실,,,1987-08-12,경기도 포천시청 생태공원과,031-538-2358,2022-10-31
41650-00005,선단 제2공원,어린이공원,경기도 포천시 삼육사로 2143(선단동),경기도 포천시 선단동 667,37.85753617,127.1568235,1724,생활체육운동기구(5종),조합놀이대,,,,2010-03-19,경기도 포천시청 생태공원과,031-538-2358,2022-10-31
41273-00046,선삼로,어린이공원,경기도 안산시 단원구 선삼로 68,경기도 안산시 단원구 선부동 1123-7,37.346708,126.811284,1597.5,농구대 1,조합놀이대+그네,,,,1996-01-01,경기도 안산시청,031-481-6412,2022-10-31
41273-00048,방죽,어린이공원,경기도 안산시 단원구 화정로안길 6,경기도 안산시 단원구 와동 843,37.332944,126.8174479,1806,농구대 1,조합놀이대+시소+그네,,,,1996-01-01,경기도 안산시청,031-481-6412,2022-10-31
41273-00054,와개,어린이공원,경기도 안산시 단원구 사세충열로4길 9,경기도 안산시 단원구 와동 102,37.342434,126.8294304,1363.2,농구대 1,조합놀이대+시소+그네+흔들놀이,,,,1997-01-01,경기도 안산시청,031-481-6412,2022-10-31
41273-00055,광덕산밑,어린이공원,경기도 안산시 단원구 사세충열로1길 24-17,경기도 안산시 단원구 와동 710-4,37.337512,126.829366,1532.7,,조합놀이대+시소+그네,,,,1997-01-01,경기도 안산시청,031-481-6412,2022-10-31
41273-00060,둔배미공원,근린공원,경기도 안산시 단원구 광덕2로 55,경기도 안산시 단원구 초지동 723-1,37.310739,126.816402,44535,풋살구장+체력단련장+체육관 (게이트볼삭제요청),놀이터+조합놀이대,주차장+화장실,,,1998-07-03,경기도 안산시청,031-481-2468,2022-10-31
41273-00061,와동제2공원,근린공원,경기도 안산시 단원구 순환로 416,경기도 안산시 단원구 와동 95-3,37.343607,126.834817,57970,운동장+축구장+배드민턴장,놀이터,주차장,,,2001-04-13,경기도 안산시청,031-481-2468,2022-10-31
41273-00022,거미울,어린이공원,경기도 안산시 단원구 거미울길 9,경기도 안산시 단원구 선부동 1010,37.341678,126.802482,1494.9,,조합놀이대+그네,,,,1990-01-01,경기도 안산시청,031-481-6412,2022-10-31
41273-00023,화랑,어린이공원,경기도 안산시 단원구 인현3길 14,경기도 안산시 단원구 고잔동 662-1,37.325994,126.820789,2039.1,농구대 1,조합놀이대+그네,,,,1991-01-01,경기도 안산시청,031-481-6412,2022-10-31
41273-00024,석수,어린이공원,경기도 안산시 단원구 북촌2길 17,경기도 안산시 단원구 선부동 1025,37.343339,126.805023,1904.6,,조합놀이대+그네,,,,1991-01-01,경기도 안산시청,031-481-6412,2022-10-31
41273-00026,황금,어린이공원,경기도 안산시 단원구 황금길 9-4,경기도 안산시 단원구 고잔동 624,37.332075,126.829755,1720.4,,조합놀이대+시소+그네,,,,1992-01-01,경기도 안산시청,031-481-6412,2022-10-31
41273-00027,해송,어린이공원,경기도 안산시 단원구 예술대학로2길 3-16,경기도 안산시 단원구 고잔동 647,37.329532,126.839302,1593.9,,조합놀이대+그네,,,,1992-01-01,경기도 안산시청,031-481-6412,2022-10-31
41273-00030,정지막골,어린이공원,경기도 안산시 단원구 석수로 5-1,경기도 안산시 단원구 선부동 1060,37.340348,126.808162,1503.1,,조합놀이대+시소+그네,,,,1992-01-01,경기도 안산시청,031-481-6412,2022-10-31
41273-00031,달미,어린이공원,경기도 안산시 단원구 화정천서로4안길 18,경기도 안산시 단원구 선부동 1093,37.344067,126.816072,1511.1,,조합놀이대+시소+그네+흔들놀이,,,,1992-01-01,경기도 안산시청,031-481-6412,2022-10-31
41273-00032,와동,어린이공원,경기도 안산시 단원구 와동로1길 20,경기도 안산시 단원구 와동 724,37.333075,126.825215,1564.5,,조합놀이대+시소+그네,,,,1992-01-01,경기도 안산시청,031-481-6412,2022-10-31
41273-00033,여울,어린이공원,경기도 안산시 단원구 화정천동로3길 17,경기도 안산시 단원구 와동 803-7,37.344225,126.820527,1706.2,농구대 1,조합놀이대+,,,,1992-01-01,경기도 안산시청,031-481-6412,2022-10-31
41273-00037,복지,어린이공원,경기도 안산시 단원구 와동로7안길 7,경기도 안산시 단원구 와동 123,37.339797,126.827943,722.7,,조합놀이대+시소+그네,,,,1994-01-01,경기도 안산시청,031-481-6412,2022-10-31
41273-00042,원곡,어린이공원,경기도 안산시 단원구 원선1로 10(원곡동),경기도 안산시 단원구 원곡동 850,37.323728,126.804429,1385.9,농구대 2,조합놀이대+시소+그네,,,,1995-01-01,경기도 안산시청,031-481-6412,2022-10-31
41273-00011,와동묘지공원,묘지공원,경기도 안산시 단원구 순환로 390,경기도 안산시 단원구 와동 37-2,37.342558,126.833769,159232,,,주차장+화장실+전망대,,,1985-09-11,경기도 안산시청,031-481-2468,2022-10-31
41273-00013,와동공원,근린공원,경기도 안산시 단원구 와동공원로 109,경기도 안산시 단원구 와동 813-1,37.340018,126.820303,56895,농구장+다목적운동장+운동기구 6종,놀이터,주차장+화장실+자전거보관소,,,1985-09-11,경기도 안산시청,031-481-2468,2022-10-31
41273-00017,못골,어린이공원,경기도 안산시 단원구 지곡로 36,경기도 안산시 단원구 선부동 993,37.338069,126.803786,1985.7,,조합놀이대+그네,,,,1989-01-01,경기도 안산시청,031-481-6412,2022-10-31
41310-00089,사노동체육공원,체육공원,경기도 구리시 왕숙천로 701,경기도 구리시 사노동 37-1,37.63557367,127.1471454,57479,,,,,,2009-03-13,경기도 구리시청,031-550-8775,2022-11-22
41310-00090,인창체육공원,체육공원,경기도 구리시 인창2로27번길 11,경기도 구리시 인창동 622-28,37.604761,127.1299544,10228,,,,,,2010-05-25,경기도 구리시청,031-550-8775,2022-11-22
41310-00018,돌섬공원,어린이공원,경기도 구리시 코스모스길215번길 68-20,경기도 구리시 토평동 23-50,37.57976438,127.155611,1587,,,,,,2008-02-04,밀알교회,,2022-11-22
41310-00023,공원(백교2),어린이공원,경기도 구리시 한다리길 28,경기도 구리시 교문동 667-4,37.58161904,127.1276101,1210,야외헬스기구,조합놀이대,,,,2006-01-13,경기도 구리시청,031-550-2418,2022-11-22
41310-00033,공원(아치울2),어린이공원,경기도 구리시 아치울길 33,경기도 구리시 아천동 353-10,37.57465468,127.1186927,1523,야외헬스기구,조합놀이대,,,,2006-01-13,경기도 구리시청,031-550-2418,2022-11-22
41310-00039,왕산내뜰어린이공원,어린이공원,경기도 구리시 수택동 889-3,경기도 구리시 수택동 560,37.6027172,127.1473125,1903,야외헬스기구,조합놀이대,,,,2007-07-30,경기도 구리시청,031-550-2418,2022-11-22
41310-00040,포스코공원,어린이공원,경기도 구리시 인창2로 14,경기도 구리시 인창동 713-2,37.60318749,127.1311763,2358,야외헬스기구,조합놀이대,,,,2012-07-25,경기도 구리시청,031-550-2474,2022-11-22
41310-00041,덕고개공원,어린이공원,경기도 구리시 체육관로153번길 58,경기도 구리시 교문동 220,37.5989141,127.1331825,1651,야외헬스기구,조합놀이대,,,,1980-08-13,경기도 구리시청,031-550-2418,2022-11-22
41310-00043,가능골공원,어린이공원,경기도 구리시 안골로7번길 21,경기도 구리시 교문동 750,37.5957053,127.1332803,1557,야외헬스기구,조합놀이대,,,,1988-02-20,경기도 구리시청,031-550-2418,2022-11-22
41310-00044,호수공원,어린이공원,경기도 구리시 장자대로1번길 82-12,경기도 구리시 교문동 799,37.59132594,127.1322485,1483,야외헬스기구,조합놀이대,,,,1990-03-21,경기도 구리시청,031-550-2418,2022-11-22
41310-00045,금호어울림공원,어린이공원,경기도 구리시 아차산로487번길 39,경기도 구리시 교문동 358-11,37.597511,127.1280142,3907,야외헬스기구,조합놀이대,,,,2006-04-10,경기도 구리시청,031-550-2418,2022-11-22
41310-00049,샛다리공원,어린이공원,경기도 구리시 아차산로405번길 49,경기도 구리시 교문동 418-2,37.59096492,127.1277344,4995,,조합놀이대,,,,2003-10-06,경기도 구리시청,031-550-2418,2022-11-22
41310-00054,옥밭굴공원,어린이공원,경기도 구리시 원수택로 41,경기도 구리시 수택동 436,37.59594218,127.140804,1653,야외헬스기구,조합놀이대,,,,1980-08-13,경기도 구리시청,031-550-2418,2022-11-22
41310-00056,서가산공원,어린이공원,경기도 구리시 원수택로64번길 78,경기도 구리시 수택동 477,37.5949186,127.1453749,1657,,조합놀이대,,,,1980-08-13,경기도 구리시청,031-550-2418,2022-11-22
41310-00057,옥천공원,어린이공원,경기도 구리시 원수택로 25,경기도 구리시 수택동 437-20,37.5946454,127.1395168,1653,,,,,,1980-08-13,경기도 구리시청,031-550-2418,2022-11-22
41310-00058,새말공원,어린이공원,경기도 구리시 이문안로83번길 16-6,경기도 구리시 수택동 449,37.592621,127.1410816,1656,야외헬스기구,조합놀이대,,,,1980-08-13,경기도 구리시청,031-550-2418,2022-11-22
41310-00059,새마을공원,어린이공원,경기도 구리시 이문안로147번길 21,경기도 구리시 수택동 684-14,37.592111,127.148072,1500,야외헬스기구,조합놀이대,,,,1988-09-16,경기도 구리시청,031-550-2418,2022-11-22
41310-00060,부양공원,어린이공원,경기도 구리시 체육관로74번길 62,경기도 구리시 수택동 854-1,37.59079099,127.1415173,13430,야외헬스기구,조합놀이대,화장실,,,1990-03-21,경기도 구리시청,031-550-2418,2022-11-22
41310-00062,아름마을어린이공원,어린이공원,경기도 구리시 동구릉로53번길 147,경기도 구리시 인창동 651-36,37.610171,127.130311,5407,야외헬스기구,조합놀이대(물놀이장),화장실,,,2009-03-04,경기도 구리시청,031-550-2474,2022-11-22
41310-00063,안말공원,어린이공원,경기도 구리시 갈매중앙로55번길 56-15,경기도 구리시 갈매동 613,37.63081645,127.1154485,1500,야외헬스기구,조합놀이대,,,,2010-04-27,경기도 구리시청,031-550-2474,2022-11-22
41310-00068,주공6단지공원,어린이공원,경기도 구리시 건원대로34번길 77,경기도 구리시 인창동 668-3,37.60553815,127.1439628,1956,야외헬스기구,조합놀이대,,,,1993-11-02,경기도 구리시청,031-550-2474,2022-11-22
41310-00069,아름공원,어린이공원,경기도 구리시 동구릉로85번길 76,경기도 구리시 인창동 491,37.61090762,127.1323979,1637,야외헬스기구,조합놀이대,,,,1995-12-12,경기도 구리시청,031-550-2474,2022-11-22
41310-00073,건영공원,어린이공원,경기도 구리시 동구릉로 151,경기도 구리시 인창동 474-1,37.61277405,127.1370201,1500,야외헬스기구,조합놀이대,,,,1988-09-16,경기도 구리시청,031-550-2474,2022-11-22
41310-00100,도당공원,역사공원,경기도 구리시 갈매순환로 72,경기도 구리시 갈매동 660,37.62619056,127.1185549,26625,야외헬스기구,,화장실+주차장,,,2010-04-27,경기도 구리시청,031-550-2474,2022-11-22
41310-00088,교문동 체육공원,체육공원,경기도 구리시 체육관로 131,경기도 구리시 교문동 3-2번지,37.59556232,127.1362762,26998,,,,,,2009-07-20,경기도 구리시청,031-550-8775,2022-11-22
41310-00007,동구하늘공원,근린공원,경기도 구리시 건원대로76번길 127,경기도 구리시 인창동 669-1,37.6076938,127.1454042,949.8,야외헬스기구+족구장,조합놀이대(물놀이장),화장실,,,1993-11-02,경기도 구리시청,031-550-2474,2022-11-22
41310-00008,늘푸른공원,근린공원,경기도 구리시 건원대로34번길 76,경기도 구리시 인창동 674-2,37.604531,127.1448022,10000,야외헬스기구+족구장+인라인스케이트장,조합놀이대,화장실,,,1993-11-02,경기도 구리시청,031-550-2474,2022-11-22
41310-00092,소공원(돌섬),소공원,경기도 구리시 코스모스길215번길 68-23,경기도 구리시 토평동 23-45,37.579951,127.155061,302,,,벤치,,,2008-02-04,경기도 구리시청,031-550-2418,2022-11-22
41310-00091,소공원(교문3),소공원,경기도 구리시 아차산로 477,경기도 구리시 교문동 358-9,37.59708883,127.130411,1335,,,벤치,,,2008-04-14,경기도 구리시청,031-550-2418,2022-11-22
41310-00093,소공원(인창3),소공원,경기도 구리시 인창2로 7,경기도 구리시 인창동 714-2,37.602669,127.1296221,1069,,,벤치,,,2012-07-25,경기도 구리시청,031-550-2474,2022-11-22
41310-00061,수누피공원,어린이공원,경기도 구리시 원수택로32번길 95-15,경기도 구리시 수택동 626-4,37.59401968,127.1449146,2857,야외헬스기구,조합놀이대,,,,1998-06-03,경기도 구리시청,031-550-2418,2022-11-22
41310-00070,원일공원,어린이공원,경기도 구리시 동구릉로148번길 24-2,경기도 구리시 인창동 693,37.61186183,127.1386002,1821,야외헬스기구,조합놀이대,무대,,,1996-12-12,경기도 구리시청,031-550-2474,2022-11-22
41310-00074,삼호공원,어린이공원,경기도 구리시 응달말로40번길 47,경기도 구리시 인창동 595,37.60281663,127.1365201,1500,야외헬스기구,조합놀이대,,,,1988-09-16,경기도 구리시청,031-550-2474,2022-11-22
41310-00085,새싹공원,어린이공원,경기도 구리시 장자대로 153-13,경기도 구리시 토평동 957,37.58719208,127.147062,2392,야외헬스기구,조합놀이대,,,,1996-12-31,경기도 구리시청,031-550-2418,2022-11-22
41310-00075,주공1단지,어린이공원,경기도 구리시 건원대로 92,경기도 구리시 인창동 663-3,37.61053409,127.1397086,2905,야외헬스기구,조합놀이대,,,,1993-11-02,경기도 구리시청,031-550-2474,2022-11-22
41310-00076,삼보1공원,어린이공원,경기도 구리시 건원대로76번길 36,경기도 구리시 인창동 665-2,37.607911,127.1410333,1592,야외헬스기구,조합놀이대,,,,1993-11-02,경기도 구리시청,031-550-2474,2022-11-22
41310-00077,주공2단지1공원,어린이공원,경기도 구리시 건원대로76번길 52,경기도 구리시 인창동 664-2,37.61069531,127.1407541,1741,야외헬스기구,조합놀이대,,,,1993-11-02,경기도 구리시청,031-550-2474,2022-11-22
41310-00078,주공2단지2공원,어린이공원,경기도 구리시 건원대로76번길 85,경기도 구리시 인창동 664-4,37.609241,127.1437257,1845,철봉,조합놀이대,,,,1993-11-02,경기도 구리시청,031-550-2474,2022-11-22
41310-00079,삼보2공원,어린이공원,경기도 구리시 건원대로 56,경기도 구리시 인창동 665-3,37.60780795,127.1404967,1730,야외헬스기구,조합놀이대,,,,1993-11-02,경기도 구리시청,031-550-2474,2022-11-22
41310-00080,주공4단지1공원,어린이공원,경기도 구리시 건원대로76번길 68,경기도 구리시 인창동 666-4,37.60694053,127.143298,1585,야외헬스기구+족구장,조합놀이대,,,,1993-11-02,경기도 구리시청,031-550-2474,2022-11-22
41310-00081,주공4단지2공원,어린이공원,경기도 구리시 건원대로76번길 132,경기도 구리시 인창동 666-5,37.60694053,127.143298,1506,야외헬스기구,조합놀이대,,,,1993-11-02,경기도 구리시청,031-550-2474,2022-11-22
41310-00082,민벌공원,어린이공원,경기도 구리시 검배로 164,경기도 구리시 토평동 1010,37.5932476,127.1563305,1553,,조합놀이대,,,,1996-12-31,경기도 구리시청,031-550-2418,2022-11-22
41310-00083,개맥이공원,어린이공원,경기도 구리시 검배로120번길 21-28,경기도 구리시 토평동 1004,37.59261996,127.1515648,3128,야외헬스기구,조합놀이대,,,,1996-12-31,경기도 구리시청,031-550-2418,2022-11-22
41310-00084,오성공원,어린이공원,경기도 구리시 벌말로147번길 15-18,경기도 구리시 토평동 983,37.58914181,127.1471419,2111,야외헬스기구,조합놀이대,,,,1996-12-31,경기도 구리시청,031-550-2418,2022-11-22
41310-00086,금호공원,어린이공원,경기도 구리시 장자호수길 39,경기도 구리시 교문동 822,37.58575181,127.1341714,2321,야외헬스기구,조합놀이대,,,,1996-12-31,경기도 구리시청,031-550-2418,2022-11-22
41310-00067,삼환공원,어린이공원,경기도 구리시 건원대로34번길 67,경기도 구리시 인창동 667-2,37.60505626,127.1439918,1530,야외헬스기구,조합놀이대,,,,1993-11-02,경기도 구리시청,031-550-2474,2022-11-22
41310-00016,탑골공원,어린이공원,경기도 구리시 갈매중앙로 165-14,경기도 구리시 갈매동 536,37.6379297,127.1232326,1507,야외헬스기구,조합놀이대,,,,2011-09-28,경기도 구리시청,031-550-2474,2022-11-22
41360-00159,체육공원 2호,체육공원,경기도 남양주시 다산중앙로146번길 83,경기도 남양주시 다산동 6033,37.627789,127.160123,13044,,,,,,,경기도 남양주시청,031-590-8601,2022-12-07
41360-00160,장승다담공원,역사공원,경기도 남양주시 진접읍 금강로 1554-11,경기도 남양주시 진접읍 장현리 45-47,37.72960183,127.194169,13422,,,,,,,경기도 남양주시청,031-590-8601,2022-12-07
41360-00161,녹촌제1호소공원,소공원,경기도 남양주시 화도읍 경춘보학1길 7,,37.65062377,127.2973286,1228,,,,,,,경기도 남양주시청,031-590-8601,2022-12-07
41360-00163,능내공원,문화공원,경기도 남양주시 조안면 다산로 566-5,경기도 남양주시 조안면 능내리 131-1,37.52355832,127.2961297,9344,,,,,,,경기도 남양주시청,031-590-8601,2022-12-07
41360-00170,홍유릉역사공원,역사공원,경기도 남양주시 홍유릉로 352-1,경기도 남양주시 금곡동 434-3 일원,37.6319105,127.2110939,1233657,,,,,,,경기도 남양주시청,031-590-8601,2022-12-07
41360-00015,소공원/1,소공원,경기도 남양주시 별내면 청학로중앙길 60,경기도 남양주시 별내면 청학리 177-3,37.70974559,127.1130858,3240,,,,,,,경기도 남양주시청,031-590-8601,2022-12-07
41310-00011,인창중앙공원,근린공원,경기도 구리시 동구릉로66번길 29,경기도 구리시 인창동 309-2 일원,37.60590072,127.1361322,78093,배드민턴장+야외헬스기구,조합놀이대,광장+무대+화장실,,벽천폭포+쿨링포그,1971-11-15,경기도 구리시청,031-550-2474,2022-11-22
